"InteractionType","InteractionName","term","value","L1"
"Mutualism","Pollination","pollinat","Pollination","108"
"Mutualism","Pollination","pollinat","Pollination","148"
"Mutualism","Pollination","pollinat","Pollination","208"
"Mutualism","Pollination","pollinat","Pollination","471"
"Mutualism","Pollination","pollinat","Pollination","492"
"Mutualism","Pollination","pollinat","Pollination","553"
"Mutualism","Pollination","pollinat","Pollination","697"
"Mutualism","Pollination","pollinat","Pollination","699"
"Mutualism","Pollination","pollinat","Pollination","732"
"Antagonistic","Predation","prey","Predation","745"
"Mutualism","Pollination","pollinat","Pollination","748"
"Mutualism","Pollination","pollinat","Pollination","758"
"Mutualism","Pollination","pollinat","Pollination","759"
"Mutualism","Pollination","pollinat","Pollination","802"
"Mutualism","Pollination","pollinat","Pollination","810"
"Mutualism","Pollination","pollinat","Pollination","811"
"Mutualism","Pollination","pollinat","Pollination","827"
"Antagonistic","Predation","prey","Predation","840"
"Mutualism","Pollination","pollinat","Pollination","843"
"Mutualism","Pollination","pollinat","Pollination","856"
"Mutualism","Pollination","pollinat","Pollination","864"
"Mutualism","Pollination","pollinat","Pollination","865"
"Mutualism","Pollination","pollinat","Pollination","1000"
"Mutualism","Pollination","pollinat","Pollination","1001"
"Mutualism","Pollination","pollinat","Pollination","1065"
"Mutualism","Pollination","pollinat","Pollination","1114"
"Mutualism","Pollination","pollinat","Pollination","1165"
"Mutualism","Pollination","pollinat","Pollination","1189"
"Antagonistic","Predation","prey","Predation","1250"
"Antagonistic","Predation","prey","Predation","1475"
"Mutualism","Pollination","pollinat","Pollination","1845"
"Mutualism","Pollination","pollinat","Pollination","1972"
"Mutualism","Pollination","pollinat","Pollination","2034"
"Mutualism","Pollination","pollinat","Pollination","2058"
"Mutualism","Pollination","pollinat","Pollination","2070"
"Mutualism","Pollination","pollinat","Pollination","2211"
"Mutualism","Pollination","pollinat","Pollination","2274"
"Mutualism","Pollination","pollinat","Pollination","2275"
"Mutualism","Pollination","pollinat","Pollination","2290"
"Mutualism","Pollination","pollinat","Pollination","2291"
"Antagonistic","Predation","prey","Predation","2410"
"Antagonistic","Predation","prey","Predation","2411"
"Antagonistic","Predation","prey","Predation","2412"
"Antagonistic","Predation","prey","Predation","2413"
"Mutualism","Pollination","pollinat","Pollination","2445"
"Antagonistic","Predation","prey","Predation","2505"
"Mutualism","Pollination","pollinat","Pollination","2881"
"Mutualism","Pollination","pollinat","Pollination","2889"
"Mutualism","Pollination","pollinat","Pollination","2905"
"Mutualism","Pollination","pollinat","Pollination","2926"
"Mutualism","Pollination","pollinat","Pollination","2943"
"Mutualism","Pollination","pollinat","Pollination","2944"
"Mutualism","Pollination","pollinat","Pollination","2958"
"Mutualism","Pollination","pollinat","Pollination","2961"
"Antagonistic","Predation","prey","Predation","3027"
"Antagonistic","Predation","prey","Predation","3064"
"Antagonistic","Predation","prey","Predation","3066"
"Antagonistic","Predation","prey","Predation","3067"
"Antagonistic","Predation","prey","Predation","3074"
"Antagonistic","Predation","prey","Predation","3091"
"Antagonistic","Predation","prey","Predation","3130"
"Antagonistic","Predation","prey","Predation","3134"
"Mutualism","Pollination","pollinat","Pollination","3143"
"Mutualism","Pollination","pollinat","Pollination","3237"
"Mutualism","Pollination","pollinat","Pollination","3539"
"Mutualism","Pollination","pollinat","Pollination","3947"
"Mutualism","Pollination","pollinat","Pollination","3950"
"Mutualism","Pollination","pollinat","Pollination","3956"
"Mutualism","Pollination","pollinat","Pollination","3957"
"Mutualism","Pollination","pollinat","Pollination","3968"
"Mutualism","Pollination","pollinat","Pollination","4025"
"Mutualism","Pollination","pollinat","Pollination","4558"
"Mutualism","Pollination","pollinat","Pollination","4559"
"Mutualism","Pollination","pollinat","Pollination","4689"
"Mutualism","Pollination","pollinat","Pollination","4766"
"Mutualism","Pollination","pollinat","Pollination","4767"
"Mutualism","Pollination","pollinat","Pollination","4768"
"Mutualism","Pollination","pollinat","Pollination","4776"
"Mutualism","Pollination","pollinat","Pollination","4777"
"Mutualism","Pollination","pollinat","Pollination","4782"
"Mutualism","Pollination","pollinat","Pollination","4787"
"Mutualism","Pollination","pollinat","Pollination","4788"
"Mutualism","Pollination","pollinat","Pollination","4825"
"Mutualism","Pollination","pollinat","Pollination","4853"
"Mutualism","Pollination","pollinat","Pollination","4854"
"Mutualism","Pollination","pollinat","Pollination","4855"
"Mutualism","Pollination","pollinat","Pollination","4857"
"Mutualism","Pollination","pollinat","Pollination","4877"
"Mutualism","Pollination","pollinat","Pollination","4885"
"Mutualism","Pollination","pollinat","Pollination","4993"
"Mutualism","Pollination","pollinat","Pollination","4995"
"Mutualism","Pollination","pollinat","Pollination","5115"
"Mutualism","Pollination","pollinat","Pollination","5238"
"Mutualism","Pollination","pollinat","Pollination","5357"
"Mutualism","Pollination","pollinat","Pollination","5362"
"Antagonistic","Predation","prey","Predation","5575"
"Mutualism","Pollination","pollinat","Pollination","5624"
"Mutualism","Pollination","pollinat","Pollination","5714"
"Mutualism","Pollination","pollinat","Pollination","5715"
"Mutualism","Pollination","pollinat","Pollination","5716"
"Antagonistic","Predation","prey","Predation","5818"
"Mutualism","Pollination","pollinat","Pollination","5827"
"Mutualism","Pollination","pollinat","Pollination","5838"
"Mutualism","Pollination","pollinat","Pollination","5839"
"Mutualism","Pollination","pollinat","Pollination","5860"
"Mutualism","Pollination","pollinat","Pollination","5872"
"Mutualism","Pollination","pollinat","Pollination","6339"
"Mutualism","Pollination","pollinat","Pollination","6340"
"Mutualism","Pollination","pollinat","Pollination","6430"
"Mutualism","Pollination","pollinat","Pollination","6448"
"Mutualism","Pollination","pollinat","Pollination","6578"
"Mutualism","Pollination","pollinat","Pollination","6583"
"Antagonistic","Predation","prey","Predation","6769"
"Mutualism","Pollination","pollinat","Pollination","6888"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","6901"
"Antagonistic","Predation","prey","Predation","6942"
"Antagonistic","Predation","prey","Predation","6943"
"Mutualism","Pollination","pollinat","Pollination","7173"
"Mutualism","Pollination","pollinat","Pollination","7176"
"Mutualism","Pollination","pollinat","Pollination","7180"
"Mutualism","Pollination","pollinat","Pollination","7344"
"Mutualism","Pollination","pollinat","Pollination","7350"
"Mutualism","Pollination","pollinat","Pollination","7357"
"Mutualism","Pollination","pollinat","Pollination","7407"
"Mutualism","Pollination","pollinat","Pollination","7476"
"Mutualism","Pollination","pollinat","Pollination","7599"
"Mutualism","Pollination","pollinat","Pollination","7694"
"Antagonistic","Predation","prey","Predation","7704"
"Mutualism","Pollination","pollinat","Pollination","7712"
"Mutualism","Pollination","pollinat","Pollination","7715"
"Mutualism","Pollination","pollinat","Pollination","7717"
"Mutualism","Pollination","pollinat","Pollination","7719"
"Mutualism","Pollination","pollinat","Pollination","7730"
"Mutualism","Pollination","pollinat","Pollination","7731"
"Mutualism","Pollination","pollinat","Pollination","7734"
"Mutualism","Pollination","pollinat","Pollination","7735"
"Mutualism","Pollination","pollinat","Pollination","7736"
"Mutualism","Pollination","pollinat","Pollination","7737"
"Mutualism","Pollination","pollinat","Pollination","7739"
"Mutualism","Pollination","pollinat","Pollination","7740"
"Mutualism","Pollination","pollinat","Pollination","7743"
"Mutualism","Pollination","pollinat","Pollination","7744"
"Mutualism","Pollination","pollinat","Pollination","7745"
"Mutualism","Pollination","pollinat","Pollination","7751"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","7910"
"Mutualism","Pollination","pollinat","Pollination","7913"
"Mutualism","Pollination","pollinat","Pollination","7920"
"Mutualism","Pollination","pollinat","Pollination","7921"
"Mutualism","Pollination","pollinat","Pollination","7949"
"Mutualism","Pollination","pollinat","Pollination","7984"
"Mutualism","Pollination","pollinat","Pollination","8028"
"Mutualism","Pollination","pollinat","Pollination","8034"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","8892"
"Mutualism","Pollination","pollinat","Pollination","9170"
"Mutualism","Pollination","pollinat","Pollination","9194"
"Mutualism","Pollination","pollinat","Pollination","9253"
"Mutualism","Pollination","pollinat","Pollination","9254"
"Mutualism","Pollination","pollinat","Pollination","9255"
"Mutualism","Pollination","pollinat","Pollination","9272"
"Mutualism","Pollination","pollinat","Pollination","9315"
"Antagonistic","Predation","prey","Predation","9376"
"Antagonistic","Predation","prey","Predation","9403"
"Antagonistic","Predation","prey","Predation","9404"
"Antagonistic","Predation","prey","Predation","9405"
"Mutualism","Pollination","pollinat","Pollination","9436"
"Mutualism","Pollination","pollinat","Pollination","9437"
"Mutualism","Pollination","pollinat","Pollination","9440"
"Mutualism","Pollination","pollinat","Pollination","9525"
"Mutualism","Pollination","pollinat","Pollination","9532"
"Mutualism","Pollination","pollinat","Pollination","9538"
"Mutualism","Pollination","pollinat","Pollination","9548"
"Mutualism","Pollination","pollinat","Pollination","9550"
"Mutualism","Pollination","pollinat","Pollination","9566"
"Mutualism","Pollination","pollinat","Pollination","9582"
"Mutualism","Pollination","pollinat","Pollination","9927"
"Antagonistic","Predation","prey","Predation","9970"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","10023"
"Mutualism","Pollination","pollinat","Pollination","10031"
"Mutualism","Pollination","pollinat","Pollination","10072"
"Mutualism","Pollination","pollinat","Pollination","10104"
"Antagonistic","Predation","prey","Predation","10174"
"Mutualism","Pollination","pollinat","Pollination","10283"
"Mutualism","Pollination","pollinat","Pollination","10294"
"Mutualism","Pollination","pollinat","Pollination","10317"
"Mutualism","Pollination","pollinat","Pollination","10318"
"Mutualism","Pollination","pollinat","Pollination","10319"
"Antagonistic","Predation","prey","Predation","10355"
"Mutualism","Pollination","pollinat","Pollination","10376"
"Mutualism","Pollination","pollinat","Pollination","10385"
"Mutualism","Pollination","pollinat","Pollination","10440"
"Antagonistic","Predation","prey","Predation","10449"
"Mutualism","Pollination","pollinat","Pollination","10454"
"Mutualism","Pollination","pollinat","Pollination","10483"
"Antagonistic","Predation","prey","Predation","10495"
"Mutualism","Pollination","pollinat","Pollination","10516"
"Mutualism","Pollination","pollinat","Pollination","10525"
"Mutualism","Pollination","pollinat","Pollination","10559"
"Mutualism","Pollination","pollinat","Pollination","10560"
"Mutualism","Pollination","pollinat","Pollination","10561"
"Mutualism","Pollination","pollinat","Pollination","10591"
"Mutualism","Pollination","pollinat","Pollination","10592"
"Mutualism","Pollination","pollinat","Pollination","10594"
"Antagonistic","Predation","prey","Predation","11011"
"Mutualism","Pollination","pollinat","Pollination","11551"
"Mutualism","Pollination","pollinat","Pollination","11557"
"Mutualism","Pollination","pollinat","Pollination","12011"
"Mutualism","Pollination","pollinat","Pollination","12029"
"Mutualism","Pollination","pollinat","Pollination","12044"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","12109"
"Mutualism","Pollination","pollinat","Pollination","12276"
"Mutualism","Pollination","pollinat","Pollination","12277"
"Mutualism","Pollination","pollinat","Pollination","12285"
"Mutualism","Pollination","pollinat","Pollination","12286"
"Mutualism","Pollination","pollinat","Pollination","12524"
"Antagonistic","Predation","prey","Predation","12669"
"Antagonistic","Predation","prey","Predation","12705"
"Mutualism","Pollination","pollinat","Pollination","12717"
"Mutualism","Pollination","pollinat","Pollination","12718"
"Mutualism","Pollination","pollinat","Pollination","12785"
"Antagonistic","Predation","prey","Predation","12973"
"Antagonistic","Predation","prey","Predation","12974"
"Antagonistic","Predation","prey","Predation","12975"
"Mutualism","Pollination","pollinat","Pollination","12990"
"Mutualism","Pollination","pollinat","Pollination","13035"
"Antagonistic","Predation","prey","Predation","13114"
"Mutualism","Pollination","pollinat","Pollination","13329"
"Mutualism","Pollination","pollinat","Pollination","13330"
"Mutualism","Pollination","pollinat","Pollination","13343"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","13347"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","13361"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","13362"
"Mutualism","Pollination","pollinat","Pollination","13381"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","13390"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","13392"
"Mutualism","Pollination","pollinat","Pollination","13466"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","13526"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","13527"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","13528"
"Mutualism","Pollination","pollinat","Pollination","13628"
"Mutualism","Pollination","pollinat","Pollination","13630"
"Mutualism","Pollination","pollinat","Pollination","13631"
"Mutualism","Pollination","pollinat","Pollination","14188"
"Mutualism","Pollination","pollinat","Pollination","14189"
"Mutualism","Pollination","pollinat","Pollination","14632"
"Mutualism","Pollination","pollinat","Pollination","14635"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","14690"
"Mutualism","Pollination","pollinat","Pollination","14847"
"Mutualism","Pollination","pollinat","Pollination","14863"
"Mutualism","Pollination","pollinat","Pollination","14881"
"Mutualism","Pollination","pollinat","Pollination","14883"
"Mutualism","Pollination","pollinat","Pollination","14896"
"Mutualism","Pollination","pollinat","Pollination","14942"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","14956"
"Mutualism","Pollination","pollinat","Pollination","15037"
"Mutualism","Pollination","pollinat","Pollination","15039"
"Mutualism","Pollination","pollinat","Pollination","15042"
"Mutualism","Pollination","pollinat","Pollination","15054"
"Mutualism","Pollination","pollinat","Pollination","15055"
"Antagonistic","Predation","prey","Predation","15178"
"Mutualism","Pollination","pollinat","Pollination","15223"
"Mutualism","Pollination","pollinat","Pollination","15258"
"Mutualism","Pollination","pollinat","Pollination","15259"
"Mutualism","Pollination","pollinat","Pollination","15399"
"Mutualism","Pollination","pollinat","Pollination","15446"
"Mutualism","Pollination","pollinat","Pollination","15453"
"Mutualism","Pollination","pollinat","Pollination","15454"
"Mutualism","Pollination","pollinat","Pollination","15457"
"Mutualism","Pollination","pollinat","Pollination","15463"
"Mutualism","Pollination","pollinat","Pollination","15491"
"Mutualism","Pollination","pollinat","Pollination","15492"
"Mutualism","Pollination","pollinat","Pollination","15495"
"Antagonistic","Predation","prey","Predation","15699"
"Mutualism","Pollination","pollinat","Pollination","15719"
"Mutualism","Pollination","pollinat","Pollination","15725"
"Mutualism","Pollination","pollinat","Pollination","15726"
"Mutualism","Pollination","pollinat","Pollination","15732"
"Mutualism","Pollination","pollinat","Pollination","15733"
"Mutualism","Pollination","pollinat","Pollination","15734"
"Mutualism","Pollination","pollinat","Pollination","15735"
"Mutualism","Pollination","pollinat","Pollination","15782"
"Mutualism","Pollination","pollinat","Pollination","16034"
"Mutualism","Pollination","pollinat","Pollination","16085"
"Mutualism","Pollination","pollinat","Pollination","16104"
"Mutualism","Pollination","pollinat","Pollination","16162"
"Mutualism","Pollination","pollinat","Pollination","16163"
"Mutualism","Pollination","pollinat","Pollination","16174"
"Mutualism","Pollination","pollinat","Pollination","16177"
"Mutualism","Pollination","pollinat","Pollination","16178"
"Mutualism","Pollination","pollinat","Pollination","16899"
"Mutualism","Pollination","pollinat","Pollination","16970"
"Mutualism","Pollination","pollinat","Pollination","16995"
"Mutualism","Pollination","pollinat","Pollination","17151"
"Mutualism","Pollination","pollinat","Pollination","17192"
"Mutualism","Pollination","pollinat","Pollination","17269"
"Mutualism","Pollination","pollinat","Pollination","17270"
"Mutualism","Pollination","pollinat","Pollination","17324"
"Mutualism","Pollination","pollinat","Pollination","17824"
"Mutualism","Pollination","pollinat","Pollination","17865"
"Mutualism","Pollination","pollinat","Pollination","17942"
"Mutualism","Pollination","pollinat","Pollination","17943"
"Mutualism","Pollination","pollinat","Pollination","18345"
"Mutualism","Pollination","pollinat","Pollination","18369"
"Mutualism","Pollination","pollinat","Pollination","18419"
"Mutualism","Pollination","pollinat","Pollination","18460"
"Mutualism","Pollination","pollinat","Pollination","18537"
"Mutualism","Pollination","pollinat","Pollination","18538"
"Mutualism","Pollination","pollinat","Pollination","18866"
"Mutualism","Pollination","pollinat","Pollination","18867"
"Mutualism","Pollination","pollinat","Pollination","18871"
"Mutualism","Pollination","pollinat","Pollination","18919"
"Mutualism","Pollination","pollinat","Pollination","18921"
"Mutualism","Pollination","pollinat","Pollination","18981"
"Mutualism","Pollination","pollinat","Pollination","18983"
"Mutualism","Pollination","pollinat","Pollination","19042"
"Mutualism","Pollination","pollinat","Pollination","19043"
"Mutualism","Pollination","pollinat","Pollination","19051"
"Antagonistic","Predation","prey","Predation","19118"
"Mutualism","Pollination","pollinat","Pollination","19372"
"Mutualism","Pollination","pollinat","Pollination","19373"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","19531"
"Mutualism","Pollination","pollinat","Pollination","19798"
"Mutualism","Pollination","pollinat","Pollination","19802"
"Mutualism","Pollination","pollinat","Pollination","19832"
"Mutualism","Pollination","pollinat","Pollination","19836"
"Mutualism","Pollination","pollinat","Pollination","19864"
"Mutualism","Pollination","pollinat","Pollination","19944"
"Mutualism","Pollination","pollinat","Pollination","19996"
"Mutualism","Pollination","pollinat","Pollination","20004"
"Mutualism","Pollination","pollinat","Pollination","20163"
"Mutualism","Pollination","pollinat","Pollination","20243"
"Mutualism","Pollination","pollinat","Pollination","20278"
"Mutualism","Pollination","pollinat","Pollination","20314"
"Mutualism","Pollination","pollinat","Pollination","20411"
"Mutualism","Pollination","pollinat","Pollination","20412"
"Mutualism","Pollination","pollinat","Pollination","20421"
"Mutualism","Pollination","pollinat","Pollination","20423"
"Mutualism","Pollination","pollinat","Pollination","20436"
"Mutualism","Pollination","pollinat","Pollination","20486"
"Mutualism","Pollination","pollinat","Pollination","20722"
"Mutualism","Pollination","pollinat","Pollination","20742"
"Mutualism","Pollination","pollinat","Pollination","20800"
"Mutualism","Pollination","pollinat","Pollination","20805"
"Mutualism","Pollination","pollinat","Pollination","20920"
"Mutualism","Pollination","pollinat","Pollination","20924"
"Mutualism","Pollination","pollinat","Pollination","20925"
"Mutualism","Pollination","pollinat","Pollination","20931"
"Mutualism","Pollination","pollinat","Pollination","20942"
"Mutualism","Pollination","pollinat","Pollination","21054"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","21062"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","21069"
"Mutualism","Pollination","pollinat","Pollination","21514"
"Mutualism","Pollination","pollinat","Pollination","21515"
"Mutualism","Pollination","pollinat","Pollination","21574"
"Mutualism","Pollination","pollinat","Pollination","21696"
"Mutualism","Pollination","pollinat","Pollination","21780"
"Antagonistic","Predation","prey","Predation","21894"
"Antagonistic","Predation","prey","Predation","21933"
"Antagonistic","Predation","prey","Predation","21948"
"Antagonistic","Predation","prey","Predation","21958"
"Antagonistic","Predation","prey","Predation","21964"
"Mutualism","Pollination","pollinat","Pollination","22009"
"Mutualism","Pollination","pollinat","Pollination","22010"
"Mutualism","Pollination","pollinat","Pollination","22011"
"Mutualism","Pollination","pollinat","Pollination","22025"
"Mutualism","Pollination","pollinat","Pollination","22028"
"Mutualism","Pollination","pollinat","Pollination","22029"
"Mutualism","Pollination","pollinat","Pollination","22030"
"Antagonistic","Predation","prey","Predation","22126"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","22393"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","22630"
"Antagonistic","Predation","prey","Predation","22655"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","22657"
"Mutualism","Pollination","pollinat","Pollination","22888"
"Mutualism","Pollination","pollinat","Pollination","22898"
"Mutualism","Pollination","pollinat","Pollination","22899"
"Mutualism","Pollination","pollinat","Pollination","22966"
"Mutualism","Pollination","pollinat","Pollination","22970"
"Mutualism","Pollination","pollinat","Pollination","22975"
"Mutualism","Pollination","pollinat","Pollination","22976"
"Mutualism","Pollination","pollinat","Pollination","22980"
"Mutualism","Pollination","pollinat","Pollination","22999"
"Mutualism","Pollination","pollinat","Pollination","23004"
"Mutualism","Pollination","pollinat","Pollination","23008"
"Mutualism","Pollination","pollinat","Pollination","23042"
"Mutualism","Pollination","pollinat","Pollination","23098"
"Mutualism","Pollination","pollinat","Pollination","23102"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","23189"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","23308"
"Mutualism","Pollination","pollinat","Pollination","23321"
"Mutualism","Pollination","pollinat","Pollination","23458"
"Mutualism","Pollination","pollinat","Pollination","23459"
"Mutualism","Pollination","pollinat","Pollination","23460"
"Mutualism","Pollination","pollinat","Pollination","23461"
"Mutualism","Pollination","pollinat","Pollination","23481"
"Mutualism","Pollination","pollinat","Pollination","23482"
"Mutualism","Pollination","pollinat","Pollination","23488"
"Mutualism","Pollination","pollinat","Pollination","23489"
"Mutualism","Pollination","pollinat","Pollination","23494"
"Mutualism","Pollination","pollinat","Pollination","23613"
"Mutualism","Pollination","pollinat","Pollination","23697"
"Mutualism","Pollination","pollinat","Pollination","23698"
"Mutualism","Pollination","pollinat","Pollination","23704"
"Mutualism","Pollination","pollinat","Pollination","23706"
"Mutualism","Pollination","pollinat","Pollination","23719"
"Mutualism","Pollination","pollinat","Pollination","23722"
"Mutualism","Pollination","pollinat","Pollination","23723"
"Mutualism","Pollination","pollinat","Pollination","23725"
"Mutualism","Pollination","pollinat","Pollination","23733"
"Mutualism","Pollination","pollinat","Pollination","23735"
"Mutualism","Pollination","pollinat","Pollination","23739"
"Mutualism","Pollination","pollinat","Pollination","23746"
"Mutualism","Pollination","pollinat","Pollination","23765"
"Mutualism","Pollination","pollinat","Pollination","23844"
"Mutualism","Pollination","pollinat","Pollination","23890"
"Mutualism","Pollination","pollinat","Pollination","23892"
"Mutualism","Pollination","pollinat","Pollination","23907"
"Mutualism","Pollination","pollinat","Pollination","23909"
"Mutualism","Pollination","pollinat","Pollination","23913"
"Mutualism","Pollination","pollinat","Pollination","24020"
"Mutualism","Pollination","pollinat","Pollination","24021"
"Mutualism","Pollination","pollinat","Pollination","24080"
"Mutualism","Pollination","pollinat","Pollination","24081"
"Mutualism","Pollination","pollinat","Pollination","24090"
"Mutualism","Pollination","pollinat","Pollination","24091"
"Mutualism","Pollination","pollinat","Pollination","24153"
"Mutualism","Pollination","pollinat","Pollination","24168"
"Mutualism","Pollination","pollinat","Pollination","24180"
"Mutualism","Pollination","pollinat","Pollination","24205"
"Mutualism","Pollination","pollinat","Pollination","24209"
"Mutualism","Pollination","pollinat","Pollination","24218"
"Mutualism","Pollination","pollinat","Pollination","24227"
"Mutualism","Pollination","pollinat","Pollination","24249"
"Antagonistic","Predation","prey","Predation","24366"
"Mutualism","Pollination","pollinat","Pollination","24423"
"Mutualism","Pollination","pollinat","Pollination","24424"
"Mutualism","Pollination","pollinat","Pollination","24425"
"Mutualism","Pollination","pollinat","Pollination","24426"
"Mutualism","Pollination","pollinat","Pollination","24427"
"Mutualism","Pollination","pollinat","Pollination","24584"
"Mutualism","Pollination","pollinat","Pollination","24585"
"Mutualism","Pollination","pollinat","Pollination","24586"
"Mutualism","Pollination","pollinat","Pollination","24587"
"Mutualism","Pollination","pollinat","Pollination","24684"
"Mutualism","Pollination","pollinat","Pollination","24908"
"Mutualism","Pollination","pollinat","Pollination","24914"
"Mutualism","Pollination","pollinat","Pollination","24918"
"Mutualism","Pollination","pollinat","Pollination","24922"
"Mutualism","Pollination","pollinat","Pollination","24923"
"Mutualism","Pollination","pollinat","Pollination","24927"
"Mutualism","Pollination","pollinat","Pollination","24928"
"Mutualism","Pollination","pollinat","Pollination","24980"
"Antagonistic","Predation","prey","Predation","25088"
"Mutualism","Pollination","pollinat","Pollination","25153"
"Antagonistic","Predation","prey","Predation","25484"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","25541"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","25542"
"Antagonistic","Predation","prey","Predation","25571"
"Mutualism","Pollination","pollinat","Pollination","26261"
"Mutualism","Pollination","pollinat","Pollination","26263"
"Mutualism","Pollination","pollinat","Pollination","26265"
"Mutualism","Pollination","pollinat","Pollination","26314"
"Mutualism","Pollination","pollinat","Pollination","26345"
"Mutualism","Pollination","pollinat","Pollination","26428"
"Antagonistic","Predation","prey","Predation","26473"
"Mutualism","Pollination","pollinat","Pollination","26480"
"Antagonistic","Predation","prey","Predation","26526"
"Mutualism","Pollination","pollinat","Pollination","26771"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","26837"
"Antagonistic","Predation","prey","Predation","26846"
"Antagonistic","Predation","prey","Predation","26855"
"Antagonistic","Predation","prey","Predation","26890"
"Mutualism","Pollination","pollinat","Pollination","26903"
"Mutualism","Pollination","pollinat","Pollination","26905"
"Mutualism","Pollination","pollinat","Pollination","26966"
"Mutualism","Pollination","pollinat","Pollination","26980"
"Mutualism","Pollination","pollinat","Pollination","27001"
"Mutualism","Pollination","pollinat","Pollination","27358"
"Mutualism","Pollination","pollinat","Pollination","27510"
"Mutualism","Pollination","pollinat","Pollination","27830"
"Mutualism","Pollination","pollinat","Pollination","27831"
"Mutualism","Pollination","pollinat","Pollination","27832"
"Mutualism","Pollination","pollinat","Pollination","27888"
"Mutualism","Pollination","pollinat","Pollination","27889"
"Mutualism","Pollination","pollinat","Pollination","27890"
"Mutualism","Pollination","pollinat","Pollination","27965"
"Mutualism","Pollination","pollinat","Pollination","27966"
"Mutualism","Pollination","pollinat","Pollination","27967"
"Mutualism","Pollination","pollinat","Pollination","28476"
"Mutualism","Pollination","pollinat","Pollination","28503"
"Mutualism","Pollination","pollinat","Pollination","28525"
"Mutualism","Pollination","pollinat","Pollination","29343"
"Mutualism","Pollination","pollinat","Pollination","29371"
"Mutualism","Pollination","pollinat","Pollination","29398"
"Mutualism","Pollination","pollinat","Pollination","29399"
"Mutualism","Pollination","pollinat","Pollination","29615"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","29635"
"Mutualism","Pollination","pollinat","Pollination","29658"
"Antagonistic","Predation","prey","Predation","29733"
"Antagonistic","Predation","prey","Predation","29735"
"Antagonistic","Predation","prey","Predation","29761"
"Antagonistic","Predation","prey","Predation","29763"
"Antagonistic","Predation","prey","Predation","29772"
"Antagonistic","Predation","prey","Predation","29773"
"Mutualism","Pollination","pollinat","Pollination","29786"
"Mutualism","Pollination","pollinat","Pollination","30054"
"Mutualism","Pollination","pollinat","Pollination","30055"
"Mutualism","Pollination","pollinat","Pollination","30056"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","30056"
"Antagonistic","Predation","prey","Predation","30056"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","30061"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","30062"
"Antagonistic","Predation","prey","Predation","30062"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","30070"
"Antagonistic","Predation","prey","Predation","30070"
"Mutualism","Pollination","pollinat","Pollination","30240"
"Mutualism","Pollination","pollinat","Pollination","30269"
"Mutualism","Pollination","pollinat","Pollination","30312"
"Mutualism","Pollination","pollinat","Pollination","30383"
"Mutualism","Pollination","pollinat","Pollination","30472"
"Mutualism","Pollination","pollinat","Pollination","30492"
"Mutualism","Pollination","pollinat","Pollination","30607"
"Mutualism","Pollination","pollinat","Pollination","30610"
"Mutualism","Pollination","pollinat","Pollination","30664"
"Antagonistic","Predation","prey","Predation","30673"
"Antagonistic","Predation","prey","Predation","30784"
"Antagonistic","Predation","prey","Predation","30810"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","31360"
"Antagonistic","Predation","prey","Predation","31443"
"Antagonistic","Predation","prey","Predation","31467"
"Antagonistic","Predation","prey","Predation","31472"
"Antagonistic","Predation","prey","Predation","31513"
"Mutualism","Pollination","pollinat","Pollination","31533"
"Mutualism","Pollination","pollinat","Pollination","31534"
"Mutualism","Pollination","pollinat","Pollination","31536"
"Mutualism","Pollination","pollinat","Pollination","31545"
"Mutualism","Pollination","pollinat","Pollination","31546"
"Mutualism","Pollination","pollinat","Pollination","31588"
