"InteractionType","InteractionName","term","value","L1"
"Antagonistic","Predation","prey","Predation","58284"
"Antagonistic","Predation","prey","Predation","58285"
"Antagonistic","Predation","prey","Predation","58295"
"Antagonistic","Predation","prey","Predation","58299"
"Antagonistic","Predation","prey","Predation","58301"
"Antagonistic","Predation","prey","Predation","58306"
"Antagonistic","Predation","prey","Predation","58308"
"Antagonistic","Predation","prey","Predation","58309"
"Antagonistic","Predation","prey","Predation","58311"
"Antagonistic","Predation","prey","Predation","58313"
"Antagonistic","Predation","prey","Predation","58314"
"Antagonistic","Predation","prey","Predation","58315"
"Antagonistic","Predation","prey","Predation","58316"
"Antagonistic","Predation","prey","Predation","58317"
"Antagonistic","Predation","prey","Predation","58318"
"Antagonistic","Predation","prey","Predation","58319"
"Antagonistic","Predation","prey","Predation","58320"
"Antagonistic","Predation","prey","Predation","58321"
"Antagonistic","Predation","prey","Predation","58324"
"Antagonistic","Predation","prey","Predation","58328"
"Antagonistic","Predation","prey","Predation","58329"
"Antagonistic","Predation","prey","Predation","58330"
"Antagonistic","Predation","prey","Predation","58331"
"Antagonistic","Predation","prey","Predation","58332"
"Antagonistic","Predation","prey","Predation","58333"
"Antagonistic","Predation","prey","Predation","58335"
"Antagonistic","Predation","prey","Predation","58336"
"Antagonistic","Predation","prey","Predation","58337"
"Antagonistic","Predation","prey","Predation","58338"
"Antagonistic","Predation","prey","Predation","58342"
"Antagonistic","Predation","prey","Predation","58345"
"Antagonistic","Predation","prey","Predation","58346"
"Antagonistic","Predation","prey","Predation","58347"
"Antagonistic","Predation","prey","Predation","58348"
"Antagonistic","Predation","prey","Predation","58350"
"Antagonistic","Predation","prey","Predation","58352"
"Antagonistic","Predation","prey","Predation","58356"
"Antagonistic","Predation","prey","Predation","58361"
"Antagonistic","Predation","prey","Predation","58363"
"Antagonistic","Predation","prey","Predation","58364"
"Antagonistic","Predation","prey","Predation","58365"
"Antagonistic","Predation","prey","Predation","58366"
"Antagonistic","Predation","prey","Predation","58376"
"Antagonistic","Predation","prey","Predation","58378"
"Antagonistic","Predation","prey","Predation","58379"
"Antagonistic","Predation","prey","Predation","58382"
"Antagonistic","Predation","prey","Predation","58384"
"Antagonistic","Predation","prey","Predation","58385"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","58389"
"Antagonistic","Predation","prey","Predation","58389"
"Antagonistic","Predation","prey","Predation","58390"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","58391"
"Antagonistic","Predation","prey","Predation","58392"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","58393"
"Antagonistic","Predation","prey","Predation","58404"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","58406"
"Antagonistic","Predation","prey","Predation","58406"
"Mutualism","Pollination","pollinat","Pollination","58630"
"Mutualism","Pollination","pollinat","Pollination","58875"
"Mutualism","Pollination","pollinat","Pollination","58876"
"Mutualism","Pollination","pollinat","Pollination","58882"
"Mutualism","Pollination","pollinat","Pollination","58886"
"Mutualism","Pollination","pollinat","Pollination","58887"
"Mutualism","Pollination","pollinat","Pollination","58890"
"Antagonistic","Predation","prey","Predation","60345"
"Antagonistic","Predation","prey","Predation","60388"
"Antagonistic","Predation","prey","Predation","60425"
"Antagonistic","Predation","prey","Predation","60427"
"Mutualism","Pollination","pollinat","Pollination","60495"
"Mutualism","Pollination","pollinat","Pollination","60540"
"Antagonistic","Predation","prey","Predation","60544"
"Mutualism","Pollination","pollinat","Pollination","60807"
"Mutualism","Pollination","pollinat","Pollination","60871"
"Mutualism","Pollination","pollinat","Pollination","60882"
"Mutualism","Pollination","pollinat","Pollination","60913"
"Mutualism","Pollination","pollinat","Pollination","60928"
"Mutualism","Pollination","pollinat","Pollination","60952"
"Mutualism","Pollination","pollinat","Pollination","60953"
"Mutualism","Pollination","pollinat","Pollination","61183"
"Mutualism","Pollination","pollinat","Pollination","61184"
"Mutualism","Pollination","pollinat","Pollination","61185"
"Mutualism","Pollination","pollinat","Pollination","61405"
"Mutualism","Pollination","pollinat","Pollination","61409"
"Antagonistic","Predation","prey","Predation","61616"
"Mutualism","Pollination","pollinat","Pollination","62243"
"Antagonistic","Predation","prey","Predation","62404"
"Mutualism","Pollination","pollinat","Pollination","62435"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","62572"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","62573"
"Mutualism","Pollination","pollinat","Pollination","62836"
"Mutualism","Pollination","pollinat","Pollination","62858"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","63106"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","63128"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","63586"
"Mutualism","Pollination","pollinat","Pollination","63590"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","63607"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","63608"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","63610"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","63611"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","63612"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","63618"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","63619"
"Mutualism","Pollination","pollinat","Pollination","63623"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","63664"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","63668"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","63693"
"Mutualism","Pollination","pollinat","Pollination","63696"
"Mutualism","Pollination","pollinat","Pollination","63718"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","63776"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","63813"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","63848"
"Antagonistic","Predation","prey","Predation","63916"
"Antagonistic","Predation","prey","Predation","64043"
"Antagonistic","Predation","prey","Predation","64540"
"Antagonistic","Predation","prey","Predation","64548"
"Antagonistic","Predation","prey","Predation","64551"
"Antagonistic","Predation","prey","Predation","64554"
"Antagonistic","Predation","prey","Predation","64559"
"Antagonistic","Predation","prey","Predation","64560"
"Antagonistic","Predation","prey","Predation","64561"
"Antagonistic","Predation","prey","Predation","64563"
"Antagonistic","Predation","prey","Predation","64568"
"Antagonistic","Predation","prey","Predation","64569"
"Antagonistic","Predation","prey","Predation","64660"
"Antagonistic","Predation","prey","Predation","64669"
"Antagonistic","Predation","prey","Predation","64671"
"Antagonistic","Predation","prey","Predation","64676"
"Antagonistic","Predation","prey","Predation","64677"
"Antagonistic","Predation","prey","Predation","64678"
"Antagonistic","Predation","prey","Predation","64679"
"Antagonistic","Predation","prey","Predation","64684"
"Antagonistic","Predation","prey","Predation","64686"
"Antagonistic","Predation","prey","Predation","64697"
"Antagonistic","Predation","prey","Predation","64698"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","64885"
"Mutualism","Pollination","pollinat","Pollination","65137"
"Mutualism","Pollination","pollinat","Pollination","65145"
"Mutualism","Pollination","pollinat","Pollination","65156"
"Mutualism","Pollination","pollinat","Pollination","65220"
"Antagonistic","Predation","prey","Predation","65346"
"Mutualism","Pollination","pollinat","Pollination","65503"
"Mutualism","Pollination","pollinat","Pollination","65510"
"Mutualism","Pollination","pollinat","Pollination","65525"
"Mutualism","Pollination","pollinat","Pollination","65526"
"Mutualism","Pollination","pollinat","Pollination","65543"
"Mutualism","Pollination","pollinat","Pollination","65546"
"Mutualism","Pollination","pollinat","Pollination","65547"
"Mutualism","Pollination","pollinat","Pollination","65560"
"Mutualism","Pollination","pollinat","Pollination","65565"
"Mutualism","Pollination","pollinat","Pollination","65570"
"Antagonistic","Predation","prey","Predation","65617"
"Antagonistic","Predation","prey","Predation","65646"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","65663"
"Antagonistic","Predation","prey","Predation","65664"
"Antagonistic","Predation","prey","Predation","65666"
"Antagonistic","Predation","prey","Predation","66362"
"Antagonistic","Predation","prey","Predation","66442"
"Mutualism","Pollination","pollinat","Pollination","66519"
"Mutualism","Pollination","pollinat","Pollination","66520"
"Mutualism","Pollination","pollinat","Pollination","66533"
"Mutualism","Pollination","pollinat","Pollination","66550"
"Mutualism","Pollination","pollinat","Pollination","66569"
"Mutualism","Pollination","pollinat","Pollination","66579"
"Mutualism","Pollination","pollinat","Pollination","66581"
"Antagonistic","Predation","prey","Predation","66582"
"Antagonistic","Predation","prey","Predation","66586"
"Antagonistic","Predation","prey","Predation","66589"
"Antagonistic","Predation","prey","Predation","66590"
"Antagonistic","Predation","prey","Predation","66597"
"Antagonistic","Predation","prey","Predation","66604"
"Antagonistic","Predation","prey","Predation","66606"
"Antagonistic","Predation","prey","Predation","66607"
"Antagonistic","Predation","prey","Predation","66611"
"Antagonistic","Predation","prey","Predation","66612"
"Antagonistic","Predation","prey","Predation","66616"
"Antagonistic","Predation","prey","Predation","66619"
"Antagonistic","Predation","prey","Predation","66629"
"Antagonistic","Predation","prey","Predation","66635"
"Antagonistic","Predation","prey","Predation","66636"
"Mutualism","Pollination","pollinat","Pollination","66642"
"Mutualism","Pollination","pollinat","Pollination","66646"
"Antagonistic","Predation","prey","Predation","66651"
"Antagonistic","Predation","prey","Predation","66652"
"Mutualism","Pollination","pollinat","Pollination","66768"
"Mutualism","Pollination","pollinat","Pollination","66789"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","67049"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","67288"
"Antagonistic","Predation","prey","Predation","67672"
"Antagonistic","Predation","prey","Predation","67673"
"Mutualism","Pollination","pollinat","Pollination","69104"
"Mutualism","Pollination","pollinat","Pollination","69105"
"Mutualism","Pollination","pollinat","Pollination","69129"
"Mutualism","Pollination","pollinat","Pollination","69130"
"Mutualism","Pollination","pollinat","Pollination","69181"
"Antagonistic","Predation","prey","Predation","69254"
"Antagonistic","Predation","prey","Predation","69260"
"Antagonistic","Predation","prey","Predation","69274"
"Mutualism","Pollination","pollinat","Pollination","69376"
"Antagonistic","Predation","prey","Predation","69392"
"Antagonistic","Predation","prey","Predation","69393"
"Mutualism","Pollination","pollinat","Pollination","69519"
"Mutualism","Pollination","pollinat","Pollination","69524"
"Mutualism","Pollination","pollinat","Pollination","69528"
"Mutualism","Pollination","pollinat","Pollination","69529"
"Antagonistic","Predation","prey","Predation","69541"
"Antagonistic","Predation","prey","Predation","69562"
"Antagonistic","Predation","prey","Predation","69594"
"Mutualism","Pollination","pollinat","Pollination","69622"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","70716"
"Antagonistic","Predation","prey","Predation","70760"
"Mutualism","Pollination","pollinat","Pollination","71003"
"Mutualism","Pollination","pollinat","Pollination","71050"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","71548"
"Antagonistic","Predation","prey","Predation","71559"
"Antagonistic","Predation","prey","Predation","71568"
"Antagonistic","Predation","prey","Predation","71574"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","71579"
"Antagonistic","Predation","prey","Predation","71584"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","71586"
"Antagonistic","Predation","prey","Predation","71586"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","71588"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","71590"
"Antagonistic","Predation","prey","Predation","71590"
"Antagonistic","Predation","prey","Predation","71591"
"Antagonistic","Predation","prey","Predation","71597"
"Antagonistic","Predation","prey","Predation","71598"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","71605"
"Antagonistic","Predation","prey","Predation","71614"
"Antagonistic","Predation","prey","Predation","71616"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","71618"
"Antagonistic","Predation","prey","Predation","71620"
"Antagonistic","Predation","prey","Predation","71624"
"Antagonistic","Predation","prey","Predation","71625"
"Antagonistic","Predation","prey","Predation","71626"
"Mutualism","Pollination","pollinat","Pollination","71656"
"Mutualism","Pollination","pollinat","Pollination","72004"
"Mutualism","Pollination","pollinat","Pollination","72062"
"Mutualism","Pollination","pollinat","Pollination","72093"
"Mutualism","Pollination","pollinat","Pollination","72129"
"Mutualism","Pollination","pollinat","Pollination","72173"
"Mutualism","Pollination","pollinat","Pollination","72180"
"Mutualism","Pollination","pollinat","Pollination","72295"
"Mutualism","Pollination","pollinat","Pollination","72376"
"Antagonistic","Predation","prey","Predation","72777"
"Antagonistic","Predation","prey","Predation","72778"
"Antagonistic","Predation","prey","Predation","72929"
"Mutualism","Pollination","pollinat","Pollination","73000"
"Antagonistic","Predation","prey","Predation","73304"
"Antagonistic","Predation","prey","Predation","73315"
"Antagonistic","Predation","prey","Predation","73316"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","73349"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","73350"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","73351"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","73354"
"Mutualism","Pollination","pollinat","Pollination","73372"
"Mutualism","Pollination","pollinat","Pollination","73375"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","73391"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","73392"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","73393"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","73394"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","73406"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","73489"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","73507"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","73511"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","73520"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","73523"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","73525"
"Mutualism","Pollination","pollinat","Pollination","73541"
"Mutualism","Pollination","pollinat","Pollination","73542"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","73564"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","73565"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","73566"
"Mutualism","Pollination","pollinat","Pollination","73629"
"Mutualism","Pollination","pollinat","Pollination","73750"
"Mutualism","Pollination","pollinat","Pollination","73751"
"Mutualism","Pollination","pollinat","Pollination","73817"
"Mutualism","Pollination","pollinat","Pollination","73818"
"Mutualism","Pollination","pollinat","Pollination","73819"
"Mutualism","Pollination","pollinat","Pollination","73867"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","74252"
"Antagonistic","Predation","prey","Predation","74446"
"Antagonistic","Predation","prey","Predation","74519"
"Antagonistic","Predation","prey","Predation","74662"
"Mutualism","Pollination","pollinat","Pollination","74725"
"Mutualism","Pollination","pollinat","Pollination","74742"
"Mutualism","Pollination","pollinat","Pollination","74763"
"Mutualism","Pollination","pollinat","Pollination","74764"
"Mutualism","Pollination","pollinat","Pollination","74765"
"Mutualism","Pollination","pollinat","Pollination","74766"
"Mutualism","Pollination","pollinat","Pollination","74767"
"Mutualism","Pollination","pollinat","Pollination","74769"
"Mutualism","Pollination","pollinat","Pollination","74770"
"Mutualism","Pollination","pollinat","Pollination","74771"
"Mutualism","Pollination","pollinat","Pollination","74778"
"Mutualism","Pollination","pollinat","Pollination","74779"
"Mutualism","Pollination","pollinat","Pollination","74780"
"Mutualism","Pollination","pollinat","Pollination","74781"
"Mutualism","Pollination","pollinat","Pollination","74783"
"Mutualism","Pollination","pollinat","Pollination","74784"
"Antagonistic","Predation","prey","Predation","74794"
"Antagonistic","Predation","prey","Predation","74795"
"Mutualism","Pollination","pollinat","Pollination","74796"
"Mutualism","Pollination","pollinat","Pollination","74799"
"Mutualism","Pollination","pollinat","Pollination","74838"
"Mutualism","Pollination","pollinat","Pollination","74839"
"Mutualism","Pollination","pollinat","Pollination","74843"
"Mutualism","Pollination","pollinat","Pollination","74844"
"Mutualism","Pollination","pollinat","Pollination","74851"
"Mutualism","Pollination","pollinat","Pollination","74852"
"Antagonistic","Predation","prey","Predation","74866"
"Mutualism","Pollination","pollinat","Pollination","74912"
"Mutualism","Pollination","pollinat","Pollination","74995"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","75039"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","75040"
"Mutualism","Pollination","pollinat","Pollination","75251"
"Mutualism","Pollination","pollinat","Pollination","75252"
"Antagonistic","Predation","prey","Predation","75741"
"Antagonistic","Predation","prey","Predation","75742"
"Mutualism","Pollination","pollinat","Pollination","75958"
"Mutualism","Pollination","pollinat","Pollination","75991"
"Antagonistic","Predation","prey","Predation","76043"
"Antagonistic","Predation","prey","Predation","76091"
"Mutualism","Pollination","pollinat","Pollination","76107"
"Antagonistic","Predation","prey","Predation","76161"
"Antagonistic","Predation","prey","Predation","76185"
"Antagonistic","Predation","prey","Predation","76240"
"Mutualism","Pollination","pollinat","Pollination","76250"
"Antagonistic","Predation","prey","Predation","76253"
"Mutualism","Pollination","pollinat","Pollination","76269"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","76286"
"Antagonistic","Predation","prey","Predation","76289"
"Antagonistic","Predation","prey","Predation","76318"
"Antagonistic","Predation","prey","Predation","76319"
"Antagonistic","Predation","prey","Predation","76325"
"Mutualism","Pollination","pollinat","Pollination","76378"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","76378"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","76393"
"Antagonistic","Predation","prey","Predation","76394"
"Mutualism","Pollination","pollinat","Pollination","76397"
"Antagonistic","Predation","prey","Predation","76399"
"Antagonistic","Predation","prey","Predation","76412"
"Antagonistic","Predation","prey","Predation","76414"
"Antagonistic","Predation","prey","Predation","76419"
"Antagonistic","Predation","prey","Predation","76420"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","76421"
"Antagonistic","Predation","prey","Predation","76446"
"Antagonistic","Predation","prey","Predation","76450"
"Antagonistic","Predation","prey","Predation","76451"
"Antagonistic","Predation","prey","Predation","76452"
"Antagonistic","Predation","prey","Predation","76482"
"Antagonistic","Predation","prey","Predation","76488"
"Antagonistic","Predation","prey","Predation","76489"
"Antagonistic","Predation","prey","Predation","76490"
"Antagonistic","Predation","prey","Predation","76513"
"Mutualism","Pollination","pollinat","Pollination","76514"
"Antagonistic","Predation","prey","Predation","76514"
"Mutualism","Pollination","pollinat","Pollination","76552"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","76557"
"Antagonistic","Predation","prey","Predation","76582"
"Mutualism","Pollination","pollinat","Pollination","76599"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","76599"
"Antagonistic","Predation","prey","Predation","76632"
"Antagonistic","Predation","prey","Predation","76634"
"Mutualism","Pollination","pollinat","Pollination","76673"
"Mutualism","Pollination","pollinat","Pollination","76674"
"Mutualism","Pollination","pollinat","Pollination","76680"
"Mutualism","Pollination","pollinat","Pollination","76684"
"Mutualism","Pollination","pollinat","Pollination","76686"
"Mutualism","Pollination","pollinat","Pollination","76720"
"Mutualism","Pollination","pollinat","Pollination","76721"
"Mutualism","Pollination","pollinat","Pollination","76723"
"Mutualism","Pollination","pollinat","Pollination","76724"
"Antagonistic","Predation","prey","Predation","76774"
"Antagonistic","Predation","prey","Predation","77083"
"Antagonistic","Predation","prey","Predation","77084"
"Antagonistic","Predation","prey","Predation","77340"
"Antagonistic","Predation","prey","Predation","77823"
"Mutualism","Pollination","pollinat","Pollination","77863"
"Mutualism","Pollination","pollinat","Pollination","78011"
"Mutualism","Pollination","pollinat","Pollination","78013"
"Mutualism","Pollination","pollinat","Pollination","78021"
"Mutualism","Pollination","pollinat","Pollination","78022"
"Mutualism","Pollination","pollinat","Pollination","78239"
"Mutualism","Pollination","pollinat","Pollination","78240"
"Mutualism","Pollination","pollinat","Pollination","78607"
"Antagonistic","Predation","prey","Predation","79141"
"Antagonistic","Predation","prey","Predation","79146"
"Mutualism","Pollination","pollinat","Pollination","79361"
"Mutualism","Pollination","pollinat","Pollination","79522"
"Mutualism","Pollination","pollinat","Pollination","79523"
"Mutualism","Pollination","pollinat","Pollination","79524"
"Mutualism","Pollination","pollinat","Pollination","79585"
"Mutualism","Pollination","pollinat","Pollination","79746"
"Mutualism","Pollination","pollinat","Pollination","79765"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","79982"
"Mutualism","Pollination","pollinat","Pollination","79987"
"Mutualism","Pollination","pollinat","Pollination","79988"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","80010"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","80011"
"Mutualism","Pollination","pollinat","Pollination","80686"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","80930"
"Mutualism","Pollination","pollinat","Pollination","80945"
"Mutualism","Pollination","pollinat","Pollination","81129"
"Mutualism","Pollination","pollinat","Pollination","81856"
"Mutualism","Pollination","pollinat","Pollination","81864"
"Mutualism","Pollination","pollinat","Pollination","81955"
"Mutualism","Pollination","pollinat","Pollination","82080"
"Mutualism","Pollination","pollinat","Pollination","82148"
"Mutualism","Pollination","pollinat","Pollination","82149"
"Mutualism","Pollination","pollinat","Pollination","82150"
"Mutualism","Pollination","pollinat","Pollination","82152"
"Mutualism","Pollination","pollinat","Pollination","82303"
"Mutualism","Pollination","pollinat","Pollination","83134"
"Mutualism","Pollination","pollinat","Pollination","83255"
"Mutualism","Pollination","pollinat","Pollination","83355"
"Mutualism","Pollination","pollinat","Pollination","83465"
"Mutualism","Pollination","pollinat","Pollination","83561"
"Mutualism","Pollination","pollinat","Pollination","83586"
"Antagonistic","Predation","prey","Predation","83593"
"Antagonistic","Predation","prey","Predation","83594"
"Antagonistic","Predation","prey","Predation","83601"
"Mutualism","Pollination","pollinat","Pollination","83728"
"Mutualism","Pollination","pollinat","Pollination","83737"
"Mutualism","Pollination","pollinat","Pollination","83739"
"Mutualism","Pollination","pollinat","Pollination","83740"
"Mutualism","Pollination","pollinat","Pollination","83741"
"Mutualism","Pollination","pollinat","Pollination","83742"
"Antagonistic","Predation","prey","Predation","84451"
"Mutualism","Pollination","pollinat","Pollination","84475"
"Mutualism","Pollination","pollinat","Pollination","84964"
"Mutualism","Pollination","pollinat","Pollination","84979"
"Mutualism","Pollination","pollinat","Pollination","84980"
"Mutualism","Pollination","pollinat","Pollination","84990"
"Antagonistic","Predation","prey","Predation","85193"
"Antagonistic","Predation","prey","Predation","85227"
"Antagonistic","Predation","prey","Predation","85228"
"Mutualism","Pollination","pollinat","Pollination","85279"
"Mutualism","Pollination","pollinat","Pollination","85280"
"Antagonistic","Predation","prey","Predation","85904"
"Antagonistic","Predation","prey","Predation","85913"
"Antagonistic","Predation","prey","Predation","85914"
"Antagonistic","Predation","prey","Predation","85918"
"Antagonistic","Predation","prey","Predation","85923"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","85928"
"Antagonistic","Predation","prey","Predation","85933"
"Antagonistic","Predation","prey","Predation","85936"
"Antagonistic","Predation","prey","Predation","85937"
"Antagonistic","Predation","prey","Predation","85940"
"Antagonistic","Predation","prey","Predation","85942"
"Antagonistic","Predation","prey","Predation","85947"
"Antagonistic","Predation","prey","Predation","85949"
"Antagonistic","Predation","prey","Predation","85951"
"Antagonistic","Predation","prey","Predation","85953"
"Antagonistic","Predation","prey","Predation","85957"
"Antagonistic","Predation","prey","Predation","85958"
"Antagonistic","Predation","prey","Predation","85959"
"Antagonistic","Predation","prey","Predation","85962"
"Antagonistic","Predation","prey","Predation","85963"
"Antagonistic","Predation","prey","Predation","85988"
"Antagonistic","Predation","prey","Predation","85993"
"Antagonistic","Predation","prey","Predation","85994"
"Antagonistic","Predation","prey","Predation","85995"
"Antagonistic","Predation","prey","Predation","85999"
"Antagonistic","Predation","prey","Predation","86014"
"Antagonistic","Predation","prey","Predation","86015"
"Antagonistic","Predation","prey","Predation","86016"
"Antagonistic","Predation","prey","Predation","86017"
"Antagonistic","Predation","prey","Predation","86018"
"Antagonistic","Predation","prey","Predation","86029"
"Antagonistic","Predation","prey","Predation","86030"
"Antagonistic","Predation","prey","Predation","86035"
"Antagonistic","Predation","prey","Predation","86040"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","86072"
"Antagonistic","Predation","prey","Predation","86075"
"Antagonistic","Predation","prey","Predation","86087"
"Antagonistic","Predation","prey","Predation","86088"
"Antagonistic","Predation","prey","Predation","86089"
"Antagonistic","Predation","prey","Predation","86090"
"Antagonistic","Predation","prey","Predation","86091"
"Antagonistic","Predation","prey","Predation","86094"
"Antagonistic","Predation","prey","Predation","86100"
"Antagonistic","Predation","prey","Predation","86103"
"Antagonistic","Predation","prey","Predation","86104"
"Antagonistic","Predation","prey","Predation","86107"
"Antagonistic","Predation","prey","Predation","86123"
"Antagonistic","Predation","prey","Predation","86130"
"Antagonistic","Predation","prey","Predation","86154"
"Antagonistic","Predation","prey","Predation","86159"
"Antagonistic","Predation","prey","Predation","86160"
"Antagonistic","Predation","prey","Predation","86161"
"Antagonistic","Predation","prey","Predation","86182"
"Antagonistic","Predation","prey","Predation","86195"
"Antagonistic","Predation","prey","Predation","86205"
"Antagonistic","Predation","prey","Predation","86219"
"Antagonistic","Predation","prey","Predation","86222"
"Antagonistic","Predation","prey","Predation","86223"
"Antagonistic","Predation","prey","Predation","86230"
"Antagonistic","Predation","prey","Predation","86231"
"Antagonistic","Predation","prey","Predation","86233"
"Antagonistic","Predation","prey","Predation","86239"
"Antagonistic","Predation","prey","Predation","86282"
"Antagonistic","Predation","prey","Predation","86292"
"Antagonistic","Predation","prey","Predation","86307"
"Antagonistic","Predation","prey","Predation","86308"
"Antagonistic","Predation","prey","Predation","86309"
"Antagonistic","Predation","prey","Predation","86310"
"Antagonistic","Predation","prey","Predation","86311"
"Antagonistic","Predation","prey","Predation","86322"
"Antagonistic","Predation","prey","Predation","86323"
"Antagonistic","Predation","prey","Predation","86328"
"Antagonistic","Predation","prey","Predation","86333"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","86365"
"Antagonistic","Predation","prey","Predation","86371"
"Antagonistic","Predation","prey","Predation","86414"
"Antagonistic","Predation","prey","Predation","86415"
"Antagonistic","Predation","prey","Predation","86416"
"Antagonistic","Predation","prey","Predation","86417"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","86426"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","86427"
"Antagonistic","Predation","prey","Predation","86519"
"Mutualism","Pollination","pollinat","Pollination","86793"
"Mutualism","Pollination","pollinat","Pollination","86811"
"Mutualism","Pollination","pollinat","Pollination","86834"
"Mutualism","Pollination","pollinat","Pollination","86853"
"Mutualism","Pollination","pollinat","Pollination","86968"
"Mutualism","Pollination","pollinat","Pollination","86985"
"Mutualism","Pollination","pollinat","Pollination","87005"
"Mutualism","Pollination","pollinat","Pollination","87014"
"Mutualism","Pollination","pollinat","Pollination","87015"
"Mutualism","Pollination","pollinat","Pollination","87022"
"Mutualism","Pollination","pollinat","Pollination","87045"
"Mutualism","Pollination","pollinat","Pollination","87052"
"Mutualism","Pollination","pollinat","Pollination","87056"
"Mutualism","Pollination","pollinat","Pollination","87064"
"Mutualism","Pollination","pollinat","Pollination","87073"
"Mutualism","Pollination","pollinat","Pollination","87085"
"Mutualism","Pollination","pollinat","Pollination","87110"
"Mutualism","Pollination","pollinat","Pollination","87205"
"Mutualism","Pollination","pollinat","Pollination","87213"
"Mutualism","Pollination","pollinat","Pollination","87214"
"Mutualism","Pollination","pollinat","Pollination","87215"
"Mutualism","Pollination","pollinat","Pollination","87216"
"Mutualism","Pollination","pollinat","Pollination","87217"
"Mutualism","Pollination","pollinat","Pollination","87218"
"Mutualism","Pollination","pollinat","Pollination","87219"
"Mutualism","Pollination","pollinat","Pollination","87221"
